opportunity_id,account,product,deal_stage,sales_agent,sector,company_size,revenue_tier,regional_office,lead_score,priority
UJ7BYO6A,,MG Advanced,Engaging,Wilburn Farren,,,,East,,Unscored
WQSJNIEZ,,GTX Basic,Engaging,Markita Hansen,,,,West,,Unscored
J71N4WQ6,,GTX Plus Basic,Engaging,Markita Hansen,,,,West,,Unscored
3F34LWKM,,GTXPro,Engaging,Vicki Laflamme,,,,West,,Unscored
YVXKNYSM,,GTXPro,Engaging,Corliss Cosme,,,,East,,Unscored
73086D08,,GTX Plus Pro,Engaging,Markita Hansen,,,,West,,Unscored
OIFERO7S,,MG Advanced,Engaging,Rosalina Dieter,,,,West,,Unscored
Z2E1UVVB,,MG Advanced,Engaging,Violet Mclelland,,,,East,,Unscored
0AQGBN7B,,GTX Plus Basic,Engaging,Maureen Marcano,,,,West,,Unscored
UU25XD9E,Hatfan,GTXPro,Engaging,Zane Levy,services,Enterprise,Tier 3: $500M-$999M,West,,Unscored
K5GFWLKM,,GTX Plus Basic,Engaging,Boris Faz,,,,East,,Unscored
1K6HY455,,MG Advanced,Engaging,Boris Faz,,,,East,,Unscored
GL1YE4PQ,,GTK 500,Engaging,Markita Hansen,,,,West,,Unscored
FHWXZ6HL,,GTXPro,Engaging,Rosie Papadopoulos,,,,East,,Unscored
Q2RY668B,,GTX Basic,Engaging,Kami Bicknell,,,,West,,Unscored
VBFYOCDO,,GTX Basic,Engaging,Kami Bicknell,,,,West,,Unscored
KF05URX0,,MG Special,Engaging,Corliss Cosme,,,,East,,Unscored
5IQAJGCU,,GTX Basic,Engaging,Kami Bicknell,,,,West,,Unscored
E8QHX9TE,,GTX Plus Pro,Engaging,Vicki Laflamme,,,,West,,Unscored
I6UG2OLX,,MG Advanced,Engaging,Corliss Cosme,,,,East,,Unscored
BJO24Z5A,,GTX Plus Basic,Engaging,Cassey Cress,,,,East,,Unscored
HY94AVIW,,GTX Basic,Engaging,Maureen Marcano,,,,West,,Unscored
848QSODT,,GTX Basic,Engaging,Vicki Laflamme,,,,West,,Unscored
89P5UVQ0,,GTXPro,Engaging,Wilburn Farren,,,,East,,Unscored
7YT7NRV9,,MG Special,Engaging,Elease Gluck,,,,West,,Unscored
X4FW4JR1,,GTX Basic,Engaging,Kary Hendrixson,,,,West,,Unscored
XAC1J3TF,,MG Advanced,Engaging,Rosalina Dieter,,,,West,,Unscored
ZIK2R3S7,,MG Advanced,Engaging,Corliss Cosme,,,,East,,Unscored
HF2DSIT5,,GTX Basic,Engaging,Elease Gluck,,,,West,,Unscored
M3IMVC9G,,GTX Plus Basic,Engaging,Rosalina Dieter,,,,West,,Unscored
BTRIUUWG,,GTX Basic,Engaging,Rosie Papadopoulos,,,,East,,Unscored
XRO7PMA2,,GTX Plus Basic,Engaging,Cassey Cress,,,,East,,Unscored
04OAV3CV,,GTX Plus Pro,Engaging,Elease Gluck,,,,West,,Unscored
3SEMPUU1,Labdrill,GTXPro,Engaging,Markita Hansen,medical,Corporate,Tier 5: > $2.5B,West,,Unscored
2FMT1053,,MG Advanced,Engaging,Hayden Neloms,,,,West,,Unscored
D85PDC6S,,GTX Plus Pro,Engaging,James Ascencio,,,,West,,Unscored
N3GVE0VP,,GTK 500,Engaging,Markita Hansen,,,,West,,Unscored
OK39IHP1,,MG Special,Engaging,Rosalina Dieter,,,,West,,Unscored
CX4ZLSDW,,MG Special,Engaging,Wilburn Farren,,,,East,,Unscored
UFL6ZQDV,,GTX Basic,Engaging,Zane Levy,,,,West,,Unscored
BRFHWGVC,,GTX Plus Basic,Engaging,Kary Hendrixson,,,,West,,Unscored
8Z4ZMS9U,,MG Advanced,Engaging,Violet Mclelland,,,,East,,Unscored
JL9ERNVY,,GTX Plus Pro,Engaging,Boris Faz,,,,East,,Unscored
JM5GDLEF,,GTXPro,Engaging,Corliss Cosme,,,,East,,Unscored
RE3UNESR,,GTX Basic,Engaging,Kary Hendrixson,,,,West,,Unscored
PPUSV3RG,,GTX Plus Pro,Engaging,Kary Hendrixson,,,,West,,Unscored
6I125KPN,,MG Advanced,Engaging,Daniell Hammack,,,,East,,Unscored
2YLXKON1,,MG Advanced,Engaging,Hayden Neloms,,,,West,,Unscored
WS3BIQ4S,,GTX Plus Pro,Engaging,Markita Hansen,,,,West,,Unscored
U177IWW0,,GTX Plus Basic,Engaging,Maureen Marcano,,,,West,,Unscored
SWEQFKRF,,GTXPro,Engaging,Rosie Papadopoulos,,,,East,,Unscored
HYSOZRCG,,GTX Plus Basic,Engaging,Boris Faz,,,,East,,Unscored
41RF80KQ,,GTX Plus Pro,Engaging,Boris Faz,,,,East,,Unscored
CYB0NUCJ,,MG Special,Engaging,Cassey Cress,,,,East,,Unscored
3IWUUUCN,,GTXPro,Engaging,Elease Gluck,,,,West,,Unscored
K7TV5UBZ,,GTX Plus Pro,Engaging,James Ascencio,,,,West,,Unscored
6BIZ2MB6,,MG Special,Engaging,Maureen Marcano,,,,West,,Unscored
Y2EC6KYG,,MG Advanced,Engaging,Hayden Neloms,,,,West,,Unscored
2PI827MA,,GTXPro,Engaging,Kary Hendrixson,,,,West,,Unscored
7AXR8U55,,MG Advanced,Engaging,Boris Faz,,,,East,,Unscored
7X0T2QOL,,MG Advanced,Engaging,Hayden Neloms,,,,West,,Unscored
7KKFQ7LX,,MG Advanced,Engaging,Hayden Neloms,,,,West,,Unscored
3ATYY665,Conecom,GTXPro,Engaging,Kami Bicknell,technology,Enterprise,Tier 4: $1B-$2.5B,West,,Unscored
G1L2YY5P,,GTX Basic,Engaging,Zane Levy,,,,West,,Unscored
DC2JL47C,Dontechi,GTXPro,Engaging,Daniell Hammack,software,Corporate,Tier 5: > $2.5B,East,,Unscored
GMN9KQN2,,GTXPro,Engaging,Daniell Hammack,,,,East,,Unscored
VXTVHC1Z,,GTX Plus Pro,Engaging,Boris Faz,,,,East,,Unscored
OERROEPM,,GTX Basic,Engaging,Markita Hansen,,,,West,,Unscored
MWSPTOQK,,GTXPro,Engaging,Zane Levy,,,,West,,Unscored
RY6T3GLC,Zathunicon,GTXPro,Engaging,Corliss Cosme,retail,Medium,Tier 1: < $100M,East,,Unscored
8G3HB5S6,,GTX Basic,Engaging,James Ascencio,,,,West,,Unscored
EUYJDW9C,,GTXPro,Engaging,Kary Hendrixson,,,,West,,Unscored
YRTI0EKE,,GTX Basic,Engaging,Rosalina Dieter,,,,West,,Unscored
UMXZFLO8,,GTXPro,Engaging,Zane Levy,,,,West,,Unscored
QNVW1NSS,,MG Advanced,Engaging,Wilburn Farren,,,,East,,Unscored
HTBPSC2D,,GTX Basic,Engaging,Kami Bicknell,,,,West,,Unscored
SIBR2J01,,MG Special,Engaging,Maureen Marcano,,,,West,,Unscored
UGTXH980,,GTXPro,Engaging,Daniell Hammack,,,,East,,Unscored
ZTVWSE98,,MG Special,Engaging,Rosalina Dieter,,,,West,,Unscored
SPV7OJTH,,MG Advanced,Engaging,Cassey Cress,,,,East,,Unscored
N7G1TU1X,,MG Advanced,Engaging,James Ascencio,,,,West,,Unscored
CUV49MUR,Zathunicon,GTXPro,Engaging,Violet Mclelland,retail,Medium,Tier 1: < $100M,East,,Unscored
7VMOJBPN,Faxquote,GTXPro,Engaging,Kami Bicknell,telecommunications,Corporate,Tier 4: $1B-$2.5B,West,,Unscored
F8QQEW1W,,GTX Plus Basic,Engaging,Kami Bicknell,,,,West,,Unscored
4LXUITP3,,GTX Basic,Engaging,Kary Hendrixson,,,,West,,Unscored
GXC8JN36,,GTXPro,Engaging,Kary Hendrixson,,,,West,,Unscored
PIFPDJMN,,GTX Basic,Engaging,Kary Hendrixson,,,,West,,Unscored
7J0ZLDB1,,MG Special,Engaging,Zane Levy,,,,West,,Unscored
XQY4Z4KI,,MG Special,Engaging,Rosie Papadopoulos,,,,East,,Unscored
9GYIYGHW,,MG Advanced,Engaging,Violet Mclelland,,,,East,,Unscored
RKVXBXBM,,MG Special,Engaging,Markita Hansen,,,,West,,Unscored
C6TQMD3C,,GTX Plus Pro,Engaging,Vicki Laflamme,,,,West,,Unscored
IQMW1VDP,,MG Special,Engaging,Violet Mclelland,,,,East,,Unscored
G1AKE0NR,,GTXPro,Engaging,Zane Levy,,,,West,,Unscored
S2J63YRV,,MG Special,Engaging,Rosie Papadopoulos,,,,East,,Unscored
D17T8PTH,,GTX Basic,Engaging,Vicki Laflamme,,,,West,,Unscored
FHM7LYZ3,,MG Special,Engaging,Corliss Cosme,,,,East,,Unscored
LC2RIMSX,Vehement Capital Partners,GTXPro,Engaging,Rosalina Dieter,finance,Large,Tier 3: $500M-$999M,West,,Unscored
RUAU1ORD,,GTX Basic,Engaging,Zane Levy,,,,West,,Unscored
477HSG28,,GTX Basic,Engaging,Vicki Laflamme,,,,West,,Unscored
YT34YUZN,Betasoloin,GTXPro,Engaging,Corliss Cosme,medical,Medium,Tier 2: $100M-$499M,East,,Unscored
MCA0202R,,GTX Basic,Engaging,Kary Hendrixson,,,,West,,Unscored
3A7G5K0E,,GTX Basic,Engaging,Rosalina Dieter,,,,West,,Unscored
WWCMITY9,Funholding,GTXPro,Engaging,Rosalina Dieter,finance,Corporate,Tier 5: > $2.5B,West,,Unscored
TNWCER5C,,GTX Plus Basic,Engaging,Rosie Papadopoulos,,,,East,,Unscored
WTAM4BED,,MG Special,Engaging,Cassey Cress,,,,East,,Unscored
7HSRDCCK,,GTX Plus Pro,Engaging,Kary Hendrixson,,,,West,,Unscored
C7ODMOS2,,MG Advanced,Engaging,Zane Levy,,,,West,,Unscored
JS5N8USN,,GTX Plus Basic,Engaging,Corliss Cosme,,,,East,,Unscored
3VC45PML,,GTX Basic,Engaging,James Ascencio,,,,West,,Unscored
YX4E972E,Conecom,GTXPro,Engaging,Markita Hansen,technology,Enterprise,Tier 4: $1B-$2.5B,West,,Unscored
ZU3GICE9,,GTX Basic,Engaging,Maureen Marcano,,,,West,,Unscored
OXNWRI4I,,MG Special,Engaging,Rosalina Dieter,,,,West,,Unscored
HKV37WU9,,GTX Basic,Engaging,Vicki Laflamme,,,,West,,Unscored
YXXWQA4G,,MG Advanced,Engaging,Zane Levy,,,,West,,Unscored
PFKDTEYU,Xx-zobam,GTXPro,Engaging,Rosie Papadopoulos,entertainment,Corporate,Tier 5: > $2.5B,East,,Unscored
3C5GNT3Q,,MG Special,Engaging,Vicki Laflamme,,,,West,,Unscored
0LRVHITK,,MG Special,Engaging,Violet Mclelland,,,,East,,Unscored
2O76H591,,MG Advanced,Engaging,James Ascencio,,,,West,,Unscored
KSOW4MUK,,GTX Basic,Engaging,Kami Bicknell,,,,West,,Unscored
FHYD80FB,,GTXPro,Engaging,Kami Bicknell,,,,West,,Unscored
1ORXGKVH,Sonron,GTXPro,Engaging,Kary Hendrixson,telecommunications,Corporate,Tier 4: $1B-$2.5B,West,,Unscored
EGEJA2HY,,GTX Basic,Engaging,Markita Hansen,,,,West,,Unscored
TIPG6R0Z,,GTX Basic,Engaging,Vicki Laflamme,,,,West,,Unscored
HEWKNHTH,,GTX Plus Pro,Engaging,Daniell Hammack,,,,East,,Unscored
XU836DFA,,GTX Basic,Engaging,Kami Bicknell,,,,West,,Unscored
961ED0B1,,GTX Plus Basic,Engaging,Corliss Cosme,,,,East,,Unscored
LLQCQOCR,,GTX Plus Basic,Engaging,Kary Hendrixson,,,,West,,Unscored
54OH0061,,GTXPro,Engaging,Maureen Marcano,,,,West,,Unscored
PCVNB0NO,,GTX Basic,Engaging,Zane Levy,,,,West,,Unscored
RUFJMV3I,,MG Special,Engaging,James Ascencio,,,,West,,Unscored
KDPBAHOJ,,MG Advanced,Engaging,Kami Bicknell,,,,West,,Unscored
96798U7Y,,GTXPro,Engaging,Rosie Papadopoulos,,,,East,,Unscored
B6Z5NFV0,,MG Advanced,Engaging,Wilburn Farren,,,,East,,Unscored
VH6OFWCV,,MG Advanced,Engaging,Zane Levy,,,,West,,Unscored
BJO4VYLK,,GTXPro,Engaging,Daniell Hammack,,,,East,,Unscored
14CNQKX8,,GTXPro,Engaging,Kary Hendrixson,,,,West,,Unscored
VHZFABAC,,MG Special,Engaging,Daniell Hammack,,,,East,,Unscored
10THTNLC,,GTX Plus Basic,Engaging,Zane Levy,,,,West,,Unscored
QU6CFZ22,,MG Advanced,Engaging,Cassey Cress,,,,East,,Unscored
O9WYT5ST,Kan-code,GTXPro,Engaging,Zane Levy,software,Corporate,Tier 5: > $2.5B,West,,Unscored
EBLSL27F,,GTX Plus Pro,Engaging,Boris Faz,,,,East,,Unscored
13FIM9V3,,GTXPro,Engaging,Corliss Cosme,,,,East,,Unscored
74KGIZW4,Betasoloin,GTXPro,Engaging,Kary Hendrixson,medical,Medium,Tier 2: $100M-$499M,West,,Unscored
HSYU33MS,,MG Special,Engaging,Vicki Laflamme,,,,West,,Unscored
Z6R4KJFU,,GTXPro,Engaging,Daniell Hammack,,,,East,,Unscored
24REVMX7,,GTX Basic,Engaging,Rosalina Dieter,,,,West,,Unscored
2FNTCPOU,,GTX Plus Pro,Engaging,Vicki Laflamme,,,,West,,Unscored
A8QRKXG3,,GTXPro,Engaging,Vicki Laflamme,,,,West,,Unscored
S2SC8AP7,,MG Special,Engaging,Violet Mclelland,,,,East,,Unscored
ZT52DT8H,,MG Advanced,Engaging,Daniell Hammack,,,,East,,Unscored
ND0OV6MQ,,GTX Plus Basic,Engaging,Kary Hendrixson,,,,West,,Unscored
23NAJF9W,Plussunin,GTXPro,Engaging,Zane Levy,retail,Enterprise,Tier 4: $1B-$2.5B,West,,Unscored
HTF7TYQS,,GTXPro,Engaging,Daniell Hammack,,,,East,,Unscored
R443AUAG,,GTXPro,Engaging,Violet Mclelland,,,,East,,Unscored
V71FMJBD,,MG Advanced,Engaging,Rosie Papadopoulos,,,,East,,Unscored
ZD1X3R4G,,GTX Plus Basic,Engaging,Corliss Cosme,,,,East,,Unscored
EMUG64GW,,GTX Basic,Engaging,Kary Hendrixson,,,,West,,Unscored
XYRO1TLJ,,GTXPro,Engaging,Markita Hansen,,,,West,,Unscored
T4FR3FAC,,MG Advanced,Engaging,Vicki Laflamme,,,,West,,Unscored
BMH2FEGF,,GTX Plus Basic,Engaging,Boris Faz,,,,East,,Unscored
3T23AW36,,GTX Plus Basic,Engaging,James Ascencio,,,,West,,Unscored
FOJG3OCO,,GTX Plus Pro,Engaging,Corliss Cosme,,,,East,,Unscored
04SCU6DK,,MG Advanced,Engaging,Corliss Cosme,,,,East,,Unscored
AR33M33M,,GTX Plus Basic,Engaging,Hayden Neloms,,,,West,,Unscored
VSYO182N,Dalttechnology,GTXPro,Engaging,Kary Hendrixson,software,Small,Tier 1: < $100M,West,,Unscored
BCA6Y34B,,MG Advanced,Engaging,Rosie Papadopoulos,,,,East,,Unscored
H9N9DP3D,,GTX Basic,Engaging,Vicki Laflamme,,,,West,,Unscored
WQAKXOYU,,GTXPro,Engaging,Boris Faz,,,,East,,Unscored
HAUB1NBF,,GTXPro,Engaging,Corliss Cosme,,,,East,,Unscored
HLDA8IA1,,MG Special,Engaging,Elease Gluck,,,,West,,Unscored
4EGO7VCJ,,GTXPro,Engaging,Kami Bicknell,,,,West,,Unscored
35LLMROC,,GTX Basic,Engaging,Kary Hendrixson,,,,West,,Unscored
W07RZO17,,MG Advanced,Engaging,Kary Hendrixson,,,,West,,Unscored
UGB3A3CE,,MG Special,Engaging,Maureen Marcano,,,,West,,Unscored
AWORM94L,,GTX Basic,Engaging,Cassey Cress,,,,East,,Unscored
SXYJU7LC,,GTX Basic,Engaging,Kami Bicknell,,,,West,,Unscored
BRFZCNMP,,GTX Plus Basic,Engaging,Corliss Cosme,,,,East,,Unscored
E2KGQVEO,,MG Advanced,Engaging,Daniell Hammack,,,,East,,Unscored
81PWOUF0,,GTXPro,Engaging,Maureen Marcano,,,,West,,Unscored
CFI2GXN1,,GTXPro,Engaging,Boris Faz,,,,East,,Unscored
YYTZSTL0,,GTX Plus Pro,Engaging,Rosie Papadopoulos,,,,East,,Unscored
ORM1IRQ2,,MG Special,Engaging,Violet Mclelland,,,,East,,Unscored
QKXCMJVB,,GTX Basic,Engaging,James Ascencio,,,,West,,Unscored
0D37PQA0,,GTX Plus Basic,Engaging,Violet Mclelland,,,,East,,Unscored
NK1B8YME,,GTX Plus Pro,Engaging,Cassey Cress,,,,East,,Unscored
OT26ZUZ7,Betatech,GTXPro,Engaging,Daniell Hammack,medical,Enterprise,Tier 3: $500M-$999M,East,,Unscored
HI9S2MRZ,,GTX Plus Basic,Engaging,Elease Gluck,,,,West,,Unscored
6AO6E15O,Statholdings,GTXPro,Engaging,Rosalina Dieter,employment,Large,Tier 2: $100M-$499M,West,,Unscored
OW9OM3UO,,MG Advanced,Engaging,Rosalina Dieter,,,,West,,Unscored
CQYAMIQ3,,GTXPro,Engaging,Zane Levy,,,,West,,Unscored
QV3TAWDT,,GTXPro,Engaging,Rosie Papadopoulos,,,,East,,Unscored
USJWM3F3,,GTX Basic,Engaging,Violet Mclelland,,,,East,,Unscored
0T9KUEQ2,,GTX Plus Pro,Engaging,Cassey Cress,,,,East,,Unscored
JB3J080M,,GTX Plus Pro,Engaging,Kary Hendrixson,,,,West,,Unscored
21OMR381,,MG Special,Engaging,Corliss Cosme,,,,East,,Unscored
R0XNAFUB,,GTX Basic,Engaging,Zane Levy,,,,West,,Unscored
4LOHS2AJ,,MG Special,Engaging,Rosie Papadopoulos,,,,East,,Unscored
8JH8YA79,,GTX Basic,Engaging,Kami Bicknell,,,,West,,Unscored
8BYEALF9,,MG Special,Engaging,Vicki Laflamme,,,,West,,Unscored
YVDQ80A0,,GTX Plus Basic,Engaging,Maureen Marcano,,,,West,,Unscored
CI9S6CST,,MG Special,Engaging,Rosalina Dieter,,,,West,,Unscored
M2A8EY5Q,,GTX Plus Pro,Engaging,Hayden Neloms,,,,West,,Unscored
EJDRMHNC,,MG Special,Engaging,Boris Faz,,,,East,,Unscored
O8C2G4G2,,MG Advanced,Engaging,Cassey Cress,,,,East,,Unscored
HBN3R2TJ,,MG Advanced,Engaging,Elease Gluck,,,,West,,Unscored
O28I4VDY,,GTX Plus Basic,Engaging,Corliss Cosme,,,,East,,Unscored
XRWMLGOG,,MG Advanced,Engaging,James Ascencio,,,,West,,Unscored
MIXJ9F4F,,GTX Plus Basic,Engaging,Maureen Marcano,,,,West,,Unscored
39EYEBMK,,GTX Basic,Engaging,Violet Mclelland,,,,East,,Unscored
LAYVBSH4,,GTX Basic,Engaging,Anna Snelling,,,,Central,,Unscored
8D8JOXP6,,MG Special,Engaging,Cecily Lampkin,,,,Central,,Unscored
IPHP2GVT,,MG Special,Engaging,Cecily Lampkin,,,,Central,,Unscored
X8M3SCVF,,GTX Basic,Engaging,Darcel Schlecht,,,,Central,,Unscored
NU4ACGMY,,GTXPro,Engaging,Darcel Schlecht,,,,Central,,Unscored
CCLIVXMG,,GTXPro,Engaging,Elease Gluck,,,,West,,Unscored
PQOHTS9I,Inity,GTXPro,Engaging,Jonathan Berthelot,marketing,Corporate,Tier 4: $1B-$2.5B,Central,,Unscored
HIVUC1C4,,MG Special,Engaging,Lajuana Vencill,,,,Central,,Unscored
7LD79NYD,,MG Advanced,Engaging,Marty Freudenburg,,,,Central,,Unscored
BKOWQMMV,,GTX Basic,Engaging,Moses Frase,,,,Central,,Unscored
IQFDPIND,,GTX Basic,Engaging,Versie Hillebrand,,,,Central,,Unscored
JHCA115A,Green-Plus,GTXPro,Engaging,Vicki Laflamme,services,Enterprise,Tier 3: $500M-$999M,West,,Unscored
ZGFB0IF1,,GTX Plus Basic,Engaging,Anna Snelling,,,,Central,,Unscored
1R2CLEGQ,,MG Special,Engaging,Anna Snelling,,,,Central,,Unscored
NSO0UHK1,,GTX Plus Basic,Engaging,Daniell Hammack,,,,East,,Unscored
LHBWJAD3,,GTX Plus Basic,Engaging,Darcel Schlecht,,,,Central,,Unscored
KRWKDPWW,,GTX Plus Basic,Engaging,Darcel Schlecht,,,,Central,,Unscored
6V7FT2YU,,GTXPro,Engaging,Darcel Schlecht,,,,Central,,Unscored
90G292UY,,GTX Basic,Engaging,Jonathan Berthelot,,,,Central,,Unscored
JDHHDOX8,,GTX Basic,Engaging,Jonathan Berthelot,,,,Central,,Unscored
KTWP0SMT,,GTX Basic,Engaging,Jonathan Berthelot,,,,Central,,Unscored
CDVDL9I5,,GTX Plus Basic,Engaging,Jonathan Berthelot,,,,Central,,Unscored
PJ75Q8VM,,GTXPro,Engaging,Jonathan Berthelot,,,,Central,,Unscored
0NSRB3EO,,MG Special,Engaging,Jonathan Berthelot,,,,Central,,Unscored
7439NGIG,Sumace,GTXPro,Engaging,Marty Freudenburg,retail,Medium,Tier 2: $100M-$499M,Central,,Unscored
3JW6CZ7K,,GTX Basic,Engaging,Moses Frase,,,,Central,,Unscored
AERVH1AC,,GTX Plus Basic,Engaging,Niesha Huffines,,,,Central,,Unscored
S50ETCN7,,GTX Plus Basic,Engaging,Anna Snelling,,,,Central,,Unscored
UJ58VMZT,,GTX Plus Basic,Engaging,Cecily Lampkin,,,,Central,,Unscored
E8GD44YC,,GTX Plus Basic,Engaging,Cecily Lampkin,,,,Central,,Unscored
A3T91VUM,,MG Special,Engaging,Cecily Lampkin,,,,Central,,Unscored
S6YZO6UQ,,GTXPro,Engaging,Darcel Schlecht,,,,Central,,Unscored
PI45UJKA,,GTXPro,Engaging,Darcel Schlecht,,,,Central,,Unscored
0HVUV9OY,,GTX Basic,Engaging,Gladys Colclough,,,,Central,,Unscored
COSC7XVA,,MG Advanced,Engaging,Gladys Colclough,,,,Central,,Unscored
02K37JAK,,GTX Plus Basic,Engaging,Jonathan Berthelot,,,,Central,,Unscored
6F5TIV66,,GTX Plus Basic,Engaging,Jonathan Berthelot,,,,Central,,Unscored
HTEAOHFO,,GTX Basic,Engaging,Kami Bicknell,,,,West,,Unscored
VJ9K12PY,,MG Special,Engaging,Lajuana Vencill,,,,Central,,Unscored
ETLF2H4K,,GTX Plus Basic,Engaging,Maureen Marcano,,,,West,,Unscored
XVB2CGL6,,GTXPro,Engaging,Maureen Marcano,,,,West,,Unscored
GE4QGOCI,,MG Special,Engaging,Moses Frase,,,,Central,,Unscored
3YDXZ4FA,,GTX Plus Pro,Engaging,Versie Hillebrand,,,,Central,,Unscored
R69OYH4Z,Umbrella Corporation,GTXPro,Engaging,Vicki Laflamme,finance,Corporate,Tier 4: $1B-$2.5B,West,,Unscored
S0Z4QVL2,,GTXPro,Engaging,Vicki Laflamme,,,,West,,Unscored
REAFB3C3,,GTX Basic,Engaging,Zane Levy,,,,West,,Unscored
0Z8ZAS2M,,GTX Basic,Engaging,Zane Levy,,,,West,,Unscored
VRCYXSP1,,GTX Basic,Engaging,Zane Levy,,,,West,,Unscored
QRR70537,,GTX Basic,Engaging,Anna Snelling,,,,Central,,Unscored
T4AW06MM,,GTX Plus Pro,Engaging,Anna Snelling,,,,Central,,Unscored
3DATPTEH,,MG Special,Engaging,Anna Snelling,,,,Central,,Unscored
FT5U6NIG,,MG Special,Engaging,Anna Snelling,,,,Central,,Unscored
RQF6II3D,,MG Special,Engaging,Anna Snelling,,,,Central,,Unscored
E9J482PX,,MG Advanced,Engaging,Anna Snelling,,,,Central,,Unscored
8QDSXHQ8,,GTX Basic,Engaging,Cecily Lampkin,,,,Central,,Unscored
5DQZSOBE,,GTX Plus Basic,Engaging,Cecily Lampkin,,,,Central,,Unscored
TQQDICC6,,GTX Basic,Engaging,Darcel Schlecht,,,,Central,,Unscored
P66UXGPS,,GTX Plus Basic,Engaging,Darcel Schlecht,,,,Central,,Unscored
FY5MBCWQ,,GTXPro,Engaging,Darcel Schlecht,,,,Central,,Unscored
UAX2OR58,,MG Special,Engaging,Darcel Schlecht,,,,Central,,Unscored
YBY3PA1S,,GTX Basic,Engaging,Gladys Colclough,,,,Central,,Unscored
XNHTLVT1,,MG Special,Engaging,Gladys Colclough,,,,Central,,Unscored
E26Z10W7,,MG Special,Engaging,James Ascencio,,,,West,,Unscored
ZTQD4PLQ,,GTX Plus Basic,Engaging,Jonathan Berthelot,,,,Central,,Unscored
2CZUU9E0,,GTX Basic,Engaging,Lajuana Vencill,,,,Central,,Unscored
I2ESAAIK,,GTX Plus Basic,Engaging,Lajuana Vencill,,,,Central,,Unscored
IMLG35AP,,GTX Plus Pro,Engaging,Lajuana Vencill,,,,Central,,Unscored
0T2CY70E,,MG Advanced,Engaging,Lajuana Vencill,,,,Central,,Unscored
UJTU7DUB,,MG Special,Engaging,Moses Frase,,,,Central,,Unscored
JOLNKYNH,,MG Advanced,Engaging,Moses Frase,,,,Central,,Unscored
TV2M081C,,MG Advanced,Engaging,Moses Frase,,,,Central,,Unscored
SJGOQMLT,,MG Advanced,Engaging,Moses Frase,,,,Central,,Unscored
MM79TSUR,,MG Special,Engaging,Versie Hillebrand,,,,Central,,Unscored
INLVV78V,,MG Special,Engaging,Versie Hillebrand,,,,Central,,Unscored
4JTH72JR,,MG Special,Engaging,Versie Hillebrand,,,,Central,,Unscored
TTKPNDTP,,MG Advanced,Engaging,Versie Hillebrand,,,,Central,,Unscored
J732416R,,MG Special,Engaging,Anna Snelling,,,,Central,,Unscored
IAUXJ05J,,MG Special,Engaging,Anna Snelling,,,,Central,,Unscored
G7H64S20,,MG Advanced,Engaging,Anna Snelling,,,,Central,,Unscored
9Q7NSPTF,,GTX Plus Pro,Engaging,Cassey Cress,,,,East,,Unscored
ZRCQXB38,,GTX Basic,Engaging,Darcel Schlecht,,,,Central,,Unscored
EJJCUJ3P,,GTX Plus Basic,Engaging,Darcel Schlecht,,,,Central,,Unscored
ODFL6HOF,,GTX Plus Basic,Engaging,Darcel Schlecht,,,,Central,,Unscored
Q1HNDPKW,,GTXPro,Engaging,Darcel Schlecht,,,,Central,,Unscored
6GG9CSTV,,MG Special,Engaging,Gladys Colclough,,,,Central,,Unscored
5WSQ6D2E,,MG Special,Engaging,Gladys Colclough,,,,Central,,Unscored
K6MTPSB5,,GTX Basic,Engaging,Lajuana Vencill,,,,Central,,Unscored
D2QPN9LN,,GTX Basic,Engaging,Lajuana Vencill,,,,Central,,Unscored
EYBMEX1Z,,GTX Basic,Engaging,Moses Frase,,,,Central,,Unscored
LXS3Z82E,,MG Advanced,Engaging,Niesha Huffines,,,,Central,,Unscored
P3Z2LYCL,,MG Special,Engaging,Versie Hillebrand,,,,Central,,Unscored
MIGDLH14,,GTX Basic,Engaging,Zane Levy,,,,West,,Unscored
513PSPBN,,GTX Plus Pro,Engaging,Anna Snelling,,,,Central,,Unscored
11LIZUQE,,MG Advanced,Engaging,Cassey Cress,,,,East,,Unscored
0TC6I9SJ,Dontechi,GTXPro,Engaging,Darcel Schlecht,software,Corporate,Tier 5: > $2.5B,Central,,Unscored
WGFTBY3W,,GTXPro,Engaging,Darcel Schlecht,,,,Central,,Unscored
NCCB118E,,GTXPro,Engaging,Darcel Schlecht,,,,Central,,Unscored
WSQHC199,,MG Special,Engaging,Darcel Schlecht,,,,Central,,Unscored
VV6T07G4,,MG Advanced,Engaging,Darcel Schlecht,,,,Central,,Unscored
7OZ7L8BB,,GTX Basic,Engaging,Gladys Colclough,,,,Central,,Unscored
QGXJLNK1,,GTX Basic,Engaging,Jonathan Berthelot,,,,Central,,Unscored
E3Z74U5K,,GTX Basic,Engaging,Lajuana Vencill,,,,Central,,Unscored
Q3HHDSDS,,GTX Basic,Engaging,Marty Freudenburg,,,,Central,,Unscored
0S6OQ9AO,,GTX Plus Basic,Engaging,Marty Freudenburg,,,,Central,,Unscored
7AFBJFP5,,MG Special,Engaging,Maureen Marcano,,,,West,,Unscored
H2FCUPHJ,,GTXPro,Engaging,Niesha Huffines,,,,Central,,Unscored
8Y4LJOJ0,,GTX Plus Basic,Engaging,Versie Hillebrand,,,,Central,,Unscored
